timestamp,temperature,humidity,pressure
1712600726846,31.58,21.81,1002.23
1712600727348,31.59,22.02,1002.31
1712600727849,31.58,22.26,1002.29
1712600728350,31.59,22.59,1002.29
1712600728851,31.58,22.63,1002.28
1712600729357,31.59,22.5,1002.28
1712600729857,31.57,22.14,1002.32
1712600730358,31.57,21.82,1002.27
1712600730859,31.56,21.56,1002.29
1712600731361,31.56,21.43,1002.26
1712600731862,31.55,21.23,1002.26
1712600732362,31.55,20.92,1002.3
1712600732864,31.55,20.43,1002.28
1712600733365,31.54,20.02,1002.27
1712600733866,31.53,19.72,1002.27
1712600734368,31.53,19.51,1002.23
1712600734869,31.54,19.29,1002.28
1712600735370,31.54,19.19,1002.23
1712600735872,31.53,19.22,1002.24
1712600736376,31.52,19.2,1002.21
1712600736885,31.52,19.25,1002.23
1712600737398,31.53,19.23,1002.22
1712600737907,31.53,19.29,1002.23
1712600738418,31.54,19.61,1002.28
1712600738921,31.55,20.73,1002.24
1712600739423,31.55,21.27,1002.28
1712600739925,31.54,21.2,1002.23
1712600740427,31.56,21.07,1002.26
1712600740928,31.54,20.86,1002.23
1712600741429,31.54,20.73,1002.24
1712600741932,31.54,20.86,1002.25
1712600742433,31.55,21.75,1002.32
1712600742933,31.53,23.91,1002.25
1712600743434,31.56,24.91,1002.24
1712600743936,31.55,25.43,1002.26
1712600744437,31.55,25.81,1002.3
1712600744937,31.54,27.11,1002.35
1712600745439,31.54,26.89,1002.33
1712600745941,31.54,26.08,1002.29
1712600746444,31.55,25.35,1002.33
1712600746945,31.54,24.63,1002.31
1712600747445,31.55,23.8,1002.31
1712600747952,31.55,23.1,1002.28
1712600748453,31.54,22.48,1002.3
1712600748969,31.55,21.98,1002.29
1712600749469,31.56,21.82,1002.29
1712600749982,31.56,21.84,1002.31
1712600750483,31.54,21.83,1002.28
1712600750986,31.56,21.88,1002.26
1712600751487,31.55,21.7,1002.31
1712600751989,31.55,21.52,1002.29
1712600752499,31.56,21.18,1002.26
1712600753001,31.57,20.89,1002.32
1712600753502,31.55,20.6,1002.24
1712600754005,31.55,20.28,1002.22
1712600754506,31.54,20.07,1002.25
1712600755008,31.55,19.87,1002.26
1712600755509,31.54,19.79,1002.28
1712600756011,31.55,19.72,1002.25
1712600756512,31.54,19.66,1002.24
1712600757015,31.54,19.68,1002.3
1712600757525,31.54,19.61,1002.24
1712600758027,31.53,19.43,1002.3
1712600758529,31.53,19.31,1002.26
1712600759031,31.52,19.18,1002.22
1712600759533,31.51,19.07,1002.21
1712600760047,31.51,18.92,1002.24
1712600760549,31.5,18.86,1002.28
1712600761052,31.48,18.71,1002.26
1712600761553,31.48,18.67,1002.25
1712600762062,31.45,18.88,1002.29
1712600762563,31.46,19.03,1002.25
1712600763066,31.45,18.96,1002.26
1712600763567,31.44,18.83,1002.25
1712600764070,31.44,18.73,1002.2
1712600764581,31.42,18.62,1002.26
1712600765083,31.42,18.49,1002.23
1712600765584,31.41,18.38,1002.24
1712600766087,31.4,18.28,1002.26
1712600766589,31.41,18.31,1002.27
1712600767095,31.4,18.29,1002.24
1712600767597,31.4,18.32,1002.24
1712600768097,31.41,18.41,1002.26
1712600768599,31.41,18.44,1002.19
1712600769117,31.39,18.5,1002.24
1712600769618,31.41,18.51,1002.19
1712600770119,31.4,18.5,1002.26
1712600770621,31.41,18.44,1002.24
1712600771124,31.4,18.49,1002.21
1712600771628,31.4,18.88,1002.21
1712600772130,31.4,18.85,1002.2
1712600772631,31.4,18.82,1002.2
1712600773135,31.4,18.87,1002.18
1712600773638,31.39,18.96,1002.24
1712600774139,31.39,19.08,1002.22
1712600774643,31.39,19.22,1002.21
1712600775144,31.4,19.44,1002.25
1712600775646,31.4,19.69,1002.25
1712600776149,31.38,19.72,1002.23
1712600776662,31.38,19.56,1002.21
1712600777165,31.38,19.46,1002.23
1712600777667,31.37,19.28,1002.22
1712600778169,31.37,19.14,1002.24
1712600778681,31.36,19.05,1002.25
1712600779182,31.39,18.88,1002.22
1712600779684,31.39,18.8,1002.28
1712600780186,31.39,18.7,1002.24
1712600780688,31.4,18.66,1002.23
1712600781189,31.39,18.66,1002.21
1712600781689,31.39,18.68,1002.21
1712600782192,31.4,18.73,1002.27
1712600782695,31.39,18.78,1002.27
1712600783210,31.39,19.02,1002.28
1712600783712,31.39,19.25,1002.27
1712600784214,31.41,19.54,1002.23
1712600784715,31.39,19.71,1002.26
1712600785218,31.4,19.78,1002.27
1712600785733,31.4,19.92,1002.22
1712600786236,31.38,19.97,1002.28
1712600786737,31.39,20.02,1002.28
1712600787241,31.38,20.06,1002.24
1712600787742,31.39,19.83,1002.26
1712600788244,31.38,19.7,1002.3
1712600788744,31.38,19.63,1002.29
1712600789245,31.37,19.6,1002.3
1712600789748,31.36,19.56,1002.21
1712600790251,31.37,19.58,1002.29
1712600790753,31.36,19.68,1002.22
1712600791255,31.36,19.73,1002.29
1712600791756,31.35,19.85,1002.29
1712600792257,31.36,19.98,1002.23
1712600792758,31.35,19.74,1002.28
1712600793271,31.35,19.49,1002.22
1712600793772,31.35,19.47,1002.24
1712600794273,31.34,19.38,1002.24
1712600794789,31.34,19.31,1002.27
1712600795293,31.35,19.25,1002.25
1712600795794,31.34,19.26,1002.22
1712600796304,31.35,19.31,1002.29
1712600796808,31.35,19.47,1002.28
1712600797308,31.35,19.62,1002.24
1712600797813,31.35,19.69,1002.29
1712600798318,31.36,19.62,1002.29
1712600798820,31.35,19.53,1002.3
1712600799335,31.34,19.57,1002.35
1712600799836,31.36,19.59,1002.26
1712600800338,31.34,19.59,1002.3
1712600800839,31.36,19.96,1002.28
1712600801340,31.34,20.33,1002.28
1712600801842,31.33,20.35,1002.27
1712600802343,31.33,20.23,1002.28
1712600802844,31.33,20.02,1002.24
1712600803345,31.35,19.76,1002.25
1712600803847,31.34,19.66,1002.27
1712600804350,31.34,19.72,1002.26
1712600804852,31.31,19.54,1002.24
1712600805353,31.31,19.45,1002.26
1712600805857,31.29,19.25,1002.25
1712600806357,31.31,18.97,1002.23
1712600806874,31.3,18.73,1002.28
1712600807376,31.3,18.45,1002.25
1712600807878,31.29,18.61,1002.25
1712600808379,31.29,18.81,1002.25
1712600808880,31.28,18.93,1002.27
1712600809382,31.29,19.04,1002.27
1712600809883,31.28,19.45,1002.24
1712600810384,31.27,19.87,1002.29
1712600810887,31.28,20.08,1002.27
1712600811389,31.27,19.92,1002.29
1712600811890,31.28,19.48,1002.23
1712600812393,31.26,19.13,1002.24
1712600812897,31.27,18.89,1002.19
1712600813400,31.27,18.76,1002.23
1712600813902,31.28,18.63,1002.24
1712600814403,31.27,18.56,1002.22
1712600814905,31.27,19.37,1002.23
1712600815417,31.27,20.49,1002.24
1712600815918,31.27,21.15,1002.27
1712600816422,31.25,20.95,1002.22
1712600816923,31.25,20.84,1002.24
1712600817425,31.23,20.51,1002.22
1712600817932,31.22,19.99,1002.25
1712600818433,31.2,19.53,1002.24
1712600818934,31.2,19.23,1002.23
1712600819436,31.19,19.09,1002.27
1712600819941,31.19,18.97,1002.28
1712600820443,31.18,18.92,1002.25
1712600820945,31.19,18.78,1002.26
1712600821447,31.19,18.66,1002.27
1712600821947,31.18,18.9,1002.22
1712600822452,31.18,18.86,1002.25
1712600822953,31.18,18.77,1002.22
1712600823455,31.18,18.7,1002.26
1712600823956,31.18,18.72,1002.28
1712600824462,31.18,18.7,1002.25
1712600824963,31.16,18.73,1002.28
1712600825465,31.16,18.68,1002.25
1712600825965,31.16,18.64,1002.25
1712600826468,31.16,18.51,1002.26
1712600826974,31.16,18.42,1002.25
1712600827476,31.18,18.44,1002.27
1712600827977,31.19,18.49,1002.28
1712600828478,31.18,18.58,1002.28
1712600828979,31.19,18.87,1002.26
1712600829492,31.2,19.59,1002.28
1712600829994,31.18,19.89,1002.26
1712600830495,31.2,20.79,1002.32
1712600830996,31.19,21.78,1002.31
1712600831498,31.18,21.99,1002.35
1712600832009,31.19,21.98,1002.3
1712600832510,31.18,21.73,1002.3
1712600833012,31.19,21.41,1002.32
1712600833513,31.16,21.15,1002.32
1712600834029,31.19,20.9,1002.3
1712600834534,31.2,20.8,1002.32
1712600835034,31.18,20.69,1002.32
1712600835537,31.18,20.76,1002.33
1712600836038,31.16,20.5,1002.29
1712600836540,31.18,20.44,1002.25
1712600837042,31.16,20.26,1002.24
1712600837545,31.14,20.2,1002.24
1712600838046,31.15,20.11,1002.27
1712600838548,31.13,19.97,1002.22
1712600839051,31.13,19.89,1002.28
1712600839552,31.12,19.87,1002.27
1712600840056,31.11,19.76,1002.28
1712600840557,31.12,19.79,1002.29
1712600841058,31.12,19.86,1002.28
1712600841561,31.12,20.01,1002.28
1712600842064,31.12,19.92,1002.3
1712600842574,31.1,19.86,1002.31
1712600843076,31.11,19.68,1002.27
1712600843579,31.12,19.55,1002.31
1712600844082,31.11,19.47,1002.21
1712600844596,31.12,19.54,1002.26
1712600845098,31.11,19.97,1002.28
1712600845600,31.11,20.13,1002.29
1712600846102,31.1,19.91,1002.25
1712600846604,31.1,19.77,1002.31
1712600847110,31.09,19.72,1002.28
1712600847612,31.09,19.73,1002.31
1712600848114,31.1,19.71,1002.31
1712600848615,31.1,19.67,1002.32
1712600849118,31.1,19.65,1002.31
1712600849621,31.11,19.6,1002.32
1712600850122,31.1,19.6,1002.33
1712600850624,31.1,19.63,1002.27
1712600851141,31.1,19.63,1002.31
1712600851643,31.1,19.7,1002.29
1712600852144,31.1,19.8,1002.3
1712600852654,31.09,19.87,1002.3
1712600853157,31.1,19.95,1002.29
1712600853674,31.1,19.88,1002.31
1712600854175,31.08,19.93,1002.31
1712600854677,31.09,19.98,1002.29
1712600855182,31.07,19.95,1002.28
1712600855684,31.1,20.06,1002.31
1712600856187,31.08,20.16,1002.23
1712600856689,31.09,20.15,1002.31
1712600857194,31.09,20.2,1002.3
1712600857694,31.1,20.21,1002.31
1712600858202,31.1,20.4,1002.28
1712600858704,31.1,20.36,1002.29
1712600859207,31.1,20.27,1002.27
1712600859708,31.09,20.36,1002.28
1712600860209,31.1,21.24,1002.28
1712600860709,31.1,21.46,1002.28
1712600861211,31.08,21.34,1002.33
1712600861716,31.09,21.24,1002.34
1712600862217,31.08,21.15,1002.3
1712600862719,31.1,21.03,1002.26
1712600863219,31.09,20.73,1002.35
1712600863721,31.08,20.48,1002.31
1712600864228,31.09,20.41,1002.31
1712600864731,31.07,20.35,1002.33
1712600865234,31.07,20.14,1002.28
1712600865735,31.07,19.91,1002.25
1712600866237,31.07,19.67,1002.3
1712600866738,31.04,19.6,1002.28
1712600867239,31.04,19.51,1002.28
1712600867740,31.04,19.4,1002.24
1712600868241,31.04,19.41,1002.27
1712600868749,31.05,19.27,1002.26
1712600869265,31.04,19.19,1002.32
1712600869767,31.02,19.2,1002.28
1712600870268,31.04,19.29,1002.31
1712600870777,31.01,19.25,1002.3
1712600871278,31,19.19,1002.31
1712600871795,30.99,19.16,1002.28
1712600872312,30.99,19.17,1002.26
1712600872813,30.98,19.23,1002.3
1712600873321,30.98,19.14,1002.31
1712600873823,30.97,19.03,1002.32
1712600874325,30.96,18.96,1002.26
1712600874826,30.95,18.89,1002.31
1712600875329,30.95,18.83,1002.26
1712600875840,30.95,18.99,1002.29
1712600876342,30.95,18.96,1002.28
1712600876844,30.96,18.9,1002.31
1712600877345,30.95,18.95,1002.35
1712600877847,30.95,18.93,1002.3
1712600878364,30.95,18.96,1002.31
1712600878866,30.95,19.02,1002.31
1712600879367,30.94,19.08,1002.26
1712600879871,30.95,19.15,1002.28
1712600880377,30.95,19.15,1002.29
1712600880878,30.96,19.16,1002.33
1712600881381,30.95,19.33,1002.27
1712600881882,30.95,19.44,1002.29
1712600882384,30.95,19.48,1002.3
1712600882885,30.94,19.47,1002.24
1712600883388,30.94,19.56,1002.31
1712600883891,30.94,19.64,1002.27
1712600884392,30.92,19.64,1002.25
1712600884894,30.92,19.67,1002.23
1712600885396,30.94,19.79,1002.25
1712600885897,30.94,19.86,1002.25
1712600886398,30.93,19.94,1002.28
1712600886900,30.94,20.02,1002.26
1712600887400,30.93,20.03,1002.3
1712600887917,30.92,19.97,1002.3
1712600888418,30.94,19.9,1002.28
1712600888918,30.92,19.72,1002.25
1712600889433,30.92,19.49,1002.29
1712600889935,30.92,19.41,1002.28
1712600890437,30.91,19.48,1002.3
1712600890938,30.92,19.48,1002.26
1712600891440,30.92,19.44,1002.28
1712600891955,30.92,19.44,1002.26
1712600892456,30.94,19.47,1002.27
1712600892959,30.92,19.46,1002.22
1712600893460,30.92,19.44,1002.28
1712600893967,30.92,19.27,1002.29
1712600894471,30.92,19.1,1002.3
1712600894973,30.92,18.91,1002.28
1712600895475,30.91,18.73,1002.26
1712600895977,30.9,18.68,1002.26
1712600896483,30.91,18.67,1002.27
1712600896985,30.91,18.6,1002.26
1712600897487,30.91,18.64,1002.28
1712600897990,30.91,18.7,1002.31
1712600898491,30.91,18.87,1002.35
1712600899000,30.91,18.82,1002.28
1712600899502,30.91,18.69,1002.27
1712600900004,30.9,18.59,1002.31
1712600900507,30.9,18.51,1002.3
1712600901018,30.91,18.44,1002.28
1712600901520,30.9,18.42,1002.28
1712600902021,30.9,18.39,1002.29
1712600902523,30.91,18.38,1002.32
1712600903029,30.9,18.44,1002.32
1712600903531,30.9,18.48,1002.24
1712600904034,30.91,18.57,1002.25
1712600904535,30.9,18.69,1002.27
1712600905036,30.9,18.64,1002.25
1712600905540,30.9,18.62,1002.27
1712600906042,30.91,18.67,1002.31
1712600906543,30.92,18.71,1002.29
1712600907045,30.91,18.73,1002.26
1712600907549,30.91,18.71,1002.31
1712600908062,30.9,18.79,1002.3
1712600908564,30.9,18.9,1002.29
1712600909065,30.9,19.02,1002.26
1712600909567,30.87,19.05,1002.27
1712600910070,30.89,19.02,1002.26
1712600910572,30.91,19.01,1002.31
1712600911073,30.87,19.01,1002.33
1712600911573,30.9,18.99,1002.31
1712600912075,30.89,19.24,1002.31
1712600912580,30.9,19.18,1002.29
1712600913084,30.89,19.02,1002.31
1712600913586,30.89,18.91,1002.28
1712600914087,30.89,18.79,1002.32
1712600914589,30.9,18.67,1002.28
1712600915091,30.91,18.57,1002.3
1712600915598,30.9,18.54,1002.3
1712600916100,30.9,18.58,1002.3
1712600916608,30.9,18.73,1002.32
1712600917110,30.91,18.85,1002.29
1712600917610,30.91,18.95,1002.28
1712600918118,30.92,19.09,1002.34
1712600918631,30.92,19.24,1002.27
1712600919134,30.93,19.43,1002.37
1712600919639,30.91,19.94,1002.31
1712600920155,30.92,20.3,1002.34
1712600920655,30.92,20.32,1002.34
1712600921163,30.91,20.18,1002.34
1712600921667,30.92,19.97,1002.34
1712600922168,30.92,19.76,1002.3
1712600922669,30.93,19.74,1002.3
1712600923171,30.92,19.83,1002.32
1712600923677,30.92,19.99,1002.33
1712600924178,30.93,19.92,1002.32
1712600924679,30.93,19.85,1002.34
1712600925181,30.94,19.8,1002.29
1712600925681,30.92,20.52,1002.29
1712600926187,30.94,20.79,1002.34
1712600926688,30.94,20.78,1002.29
1712600927189,30.94,20.79,1002.34
1712600927693,30.94,21.11,1002.29
1712600928195,30.94,21.36,1002.25
1712600928705,30.95,21.92,1002.33
1712600929208,30.94,22.47,1002.36
1712600929712,30.96,22.5,1002.29
1712600930213,30.95,22.3,1002.31
1712600930714,30.96,22.01,1002.37
1712600931217,30.95,21.95,1002.3
1712600931719,30.96,21.84,1002.35
1712600932222,30.96,21.81,1002.33
1712600932725,30.95,21.62,1002.35
1712600933227,30.97,21.21,1002.29
1712600933728,30.96,20.98,1002.28
1712600934230,30.96,20.76,1002.33
1712600934732,30.96,20.54,1002.31
1712600935238,30.97,20.31,1002.28
1712600935741,30.97,20.13,1002.28
1712600936242,30.96,20.11,1002.33
1712600936759,30.97,19.96,1002.3
1712600937262,30.95,19.76,1002.29
1712600937764,30.96,19.52,1002.29
1712600938266,30.96,19.28,1002.29
1712600938768,30.94,19.01,1002.3
1712600939271,30.93,18.73,1002.31
1712600939782,30.94,18.62,1002.29
1712600940284,30.95,18.57,1002.26
1712600940785,30.93,18.57,1002.34
1712600941287,30.94,18.59,1002.34
1712600941794,30.94,18.55,1002.3
1712600942296,30.93,18.5,1002.32
1712600942798,30.93,18.38,1002.26
1712600943301,30.93,18.38,1002.3
1712600943802,30.95,18.37,1002.27
1712600944317,30.93,18.35,1002.29
1712600944820,30.93,18.37,1002.22
1712600945323,30.95,18.31,1002.2
1712600945825,30.93,18.23,1002.26
1712600946330,30.93,18.19,1002.23
1712600946830,30.93,18.12,1002.24
1712600947332,30.94,18.07,1002.29
1712600947833,30.93,18.09,1002.22
1712600948335,30.94,18.06,1002.24
1712600948838,30.93,18.11,1002.21
1712600949339,30.93,18.12,1002.27
1712600949842,30.93,18.13,1002.31
1712600950342,30.93,18.17,1002.28
1712600950850,30.93,18.25,1002.26
1712600951367,30.93,18.48,1002.27
1712600951884,30.92,18.62,1002.26
1712600952387,30.92,18.76,1002.28
1712600952890,30.93,18.8,1002.25
1712600953401,30.92,18.87,1002.23
1712600953902,30.92,18.93,1002.33
1712600954404,30.92,18.86,1002.31
1712600954905,30.93,18.81,1002.34
1712600955408,30.94,18.77,1002.33
1712600955911,30.93,19.35,1002.29
1712600956411,30.93,19.66,1002.33
1712600956912,30.92,19.71,1002.39
1712600957414,30.93,19.71,1002.34
1712600957915,30.93,19.69,1002.31
1712600958416,30.93,19.58,1002.28
1712600958918,30.92,19.57,1002.27
1712600959434,30.94,19.72,1002.31
1712600959935,30.94,19.89,1002.32
1712600960436,30.94,20.08,1002.31
1712600960939,30.95,20.43,1002.29
1712600961444,30.94,20.6,1002.32
1712600961945,30.94,20.65,1002.25
1712600962446,30.93,20.62,1002.28
1712600962947,30.93,20.63,1002.31
1712600963450,30.95,20.7,1002.32
1712600963958,30.94,20.62,1002.33
1712600964460,30.95,20.49,1002.3
1712600964961,30.96,20.33,1002.31
1712600965462,30.95,20.16,1002.34
1712600965967,30.95,19.86,1002.33
1712600966469,30.96,19.7,1002.28
1712600966969,30.96,19.63,1002.31
1712600967471,30.98,19.54,1002.32
1712600967984,30.96,19.46,1002.3
1712600968489,30.97,19.47,1002.34
1712600968991,30.97,19.51,1002.31
1712600969492,30.98,19.56,1002.34
1712600969994,30.97,19.52,1002.3
1712600970502,30.98,19.41,1002.33
1712600971003,30.99,19.47,1002.32
1712600971505,30.99,19.66,1002.31
1712600972007,30.99,19.77,1002.3
1712600972509,31,19.9,1002.31
1712600973010,30.99,20.05,1002.31
1712600973515,30.99,20.19,1002.34
1712600974016,31.01,20.33,1002.35
1712600974517,31.01,20.44,1002.33
1712600975030,31.02,20.5,1002.35
1712600975532,31.02,20.26,1002.34
1712600976036,31.01,19.96,1002.29
1712600976544,31,19.67,1002.33
1712600977045,31.01,19.31,1002.36
1712600977544,31.01,19,1002.34
1712600978048,31.02,18.95,1002.25
1712600978551,31.01,18.92,1002.3
1712600979052,31.02,18.77,1002.31
1712600979565,31.04,18.8,1002.34
1712600980066,31.04,18.78,1002.3
1712600980567,31.02,18.77,1002.37
1712600981068,31.04,18.86,1002.31
1712600981582,31.05,19.04,1002.35
1712600982088,31.02,19.97,1002.32
1712600982589,31.04,21.85,1002.35
1712600983091,31.02,22.91,1002.35
1712600983592,31.04,22.71,1002.37
1712600984095,31.02,22.08,1002.32
1712600984596,31.02,21.65,1002.33
1712600985096,31.05,21.05,1002.36
1712600985599,31.04,20.84,1002.33
1712600986114,31.06,21.11,1002.36
1712600986616,31.05,21.87,1002.35
1712600987119,31.05,22.85,1002.38
1712600987620,31.05,23.62,1002.42
1712600988121,31.06,24.53,1002.43
1712600988622,31.07,26.08,1002.46
1712600989124,31.05,26.77,1002.41
1712600989625,31.07,26.71,1002.44
1712600990127,31.06,27.42,1002.44
1712600990634,31.07,28.27,1002.41
1712600991135,31.05,29.01,1002.42
1712600991637,31.07,28.41,1002.41
1712600992138,31.07,27.7,1002.44
1712600992639,31.08,26.91,1002.42
1712600993145,31.06,26.05,1002.37
1712600993649,31.06,25.14,1002.38
1712600994151,31.06,24.47,1002.38
1712600994652,31.05,23.78,1002.37
1712600995155,31.05,23.15,1002.36
1712600995672,31.04,22.76,1002.35
1712600996173,31.04,22.28,1002.33
1712600996674,31.02,21.79,1002.35
1712600997174,31.02,21.44,1002.39
1712600997684,31.02,21.17,1002.28
1712600998186,31.04,20.87,1002.31
1712600998689,31.01,20.69,1002.31
1712600999189,31.01,20.65,1002.28
1712600999692,31.01,20.57,1002.32
1712601000192,31.01,20.51,1002.31
1712601000693,31.02,20.32,1002.29
1712601001195,31,20.12,1002.32
1712601001712,31.01,19.92,1002.31
1712601002221,31.01,19.76,1002.28
1712601002737,31.01,19.62,1002.26
1712601003240,31.01,19.5,1002.3
1712601003743,30.99,19.5,1002.29
1712601004245,31,19.34,1002.31
1712601004751,30.98,19.27,1002.28
1712601005253,30.99,19.29,1002.28
1712601005754,30.99,19.39,1002.27
1712601006255,30.99,19.53,1002.3
1712601006757,30.99,19.57,1002.3
1712601007261,30.97,19.64,1002.29
1712601007764,30.98,19.6,1002.28
1712601008265,30.99,19.6,1002.28
1712601008782,30.99,19.7,1002.3
1712601009290,30.99,19.74,1002.26
1712601009791,30.99,19.75,1002.29
1712601010292,30.99,19.79,1002.29
1712601010794,30.99,19.9,1002.33
1712601011295,30.99,20,1002.3
1712601011802,30.98,20.03,1002.29
1712601012303,31,20.02,1002.29
1712601012804,30.97,20.14,1002.28
1712601013306,30.99,20.15,1002.26
1712601013816,30.98,20.18,1002.33
1712601014318,30.98,20.06,1002.31
1712601014819,30.97,20.05,1002.29
1712601015320,30.96,19.95,1002.28
1712601015822,30.97,19.78,1002.25
1712601016328,30.98,19.57,1002.28
1712601016829,30.97,19.59,1002.32
1712601017331,30.96,19.51,1002.29
1712601017834,30.97,19.47,1002.31
1712601018337,30.97,19.43,1002.27
1712601018847,30.96,19.32,1002.24
1712601019348,30.95,19.21,1002.29
1712601019850,30.96,19.12,1002.22
1712601020366,30.95,19.09,1002.25
1712601020868,30.97,19.05,1002.27
1712601021373,30.97,19.04,1002.27
1712601021875,30.97,19.15,1002.28
1712601022392,30.96,19.31,1002.31
1712601022894,30.94,19.34,1002.26
1712601023405,30.96,19.27,1002.25
1712601023906,30.95,19.08,1002.33
1712601024407,30.96,18.95,1002.33
1712601024908,30.94,18.83,1002.33
1712601025411,30.96,18.75,1002.3
1712601025913,30.96,18.74,1002.25
1712601026414,30.96,18.74,1002.32
1712601026915,30.96,18.69,1002.31
1712601027415,30.96,18.62,1002.29
1712601027919,30.96,18.6,1002.33
1712601028419,30.95,18.64,1002.28
1712601028928,30.97,18.7,1002.31
1712601029430,30.96,18.81,1002.29
1712601029933,30.95,18.89,1002.3
1712601030433,30.97,19,1002.25
1712601030935,30.96,19.13,1002.28
1712601031436,30.94,19.28,1002.29
1712601031937,30.96,19.34,1002.3
1712601032439,30.95,19.28,1002.25
1712601032940,30.95,19.19,1002.29
1712601033440,30.96,19.19,1002.26
1712601033943,30.96,19.08,1002.29
1712601034445,30.96,19.1,1002.28
1712601034949,30.96,19.03,1002.27
1712601035451,30.96,18.98,1002.27
1712601035959,30.96,18.95,1002.26
1712601036465,30.95,18.91,1002.26
1712601036968,30.96,18.89,1002.26
1712601037482,30.96,18.82,1002.26
1712601037990,30.96,18.83,1002.26
1712601038499,30.94,18.72,1002.28
1712601039010,30.95,18.62,1002.27
1712601039516,30.95,18.49,1002.2
1712601040018,30.94,18.51,1002.28
1712601040521,30.96,18.38,1002.25
1712601041024,30.95,18.35,1002.26
1712601041526,30.94,18.15,1002.29
1712601042029,30.93,17.98,1002.28
1712601042540,30.93,17.83,1002.28
1712601043043,30.94,17.8,1002.31
1712601043546,30.93,17.84,1002.29
1712601044048,30.93,17.9,1002.28
1712601044549,30.95,17.9,1002.28
1712601045060,30.93,17.89,1002.27
1712601045563,30.93,17.86,1002.29
1712601046065,30.95,17.79,1002.26
1712601046567,30.93,17.6,1002.25
1712601047068,30.94,17.5,1002.31
1712601047569,30.93,17.37,1002.27
1712601048071,30.94,17.28,1002.22
1712601048573,30.93,17.25,1002.27
1712601049074,30.94,17.25,1002.29
1712601049576,30.93,17.28,1002.29
1712601050084,30.94,17.38,1002.29
1712601050585,30.93,17.64,1002.26
1712601051087,30.93,18.06,1002.29
1712601051590,30.93,18.6,1002.25
1712601052093,30.93,19.05,1002.26
1712601052596,30.94,19.37,1002.25
1712601053099,30.92,19.44,1002.25
1712601053602,30.93,19.44,1002.27
1712601054105,30.93,19.58,1002.28
1712601054615,30.93,19.6,1002.28
1712601055116,30.92,19.43,1002.25
1712601055617,30.92,19.31,1002.25
1712601056118,30.93,19.22,1002.24
1712601056625,30.91,19.03,1002.26
1712601057126,30.92,18.77,1002.25
1712601057628,30.91,18.45,1002.28
1712601058130,30.92,18.22,1002.25
1712601058630,30.92,18.01,1002.26
1712601059135,30.91,17.86,1002.26
1712601059636,30.9,17.8,1002.24
1712601060136,30.91,17.75,1002.22
1712601060637,30.9,17.74,1002.24
1712601061140,30.9,17.74,1002.29
1712601061641,30.9,17.74,1002.25
1712601062144,30.89,17.77,1002.24
1712601062645,30.89,17.79,1002.2
1712601063148,30.89,17.8,1002.21
1712601063651,30.87,17.72,1002.29
1712601064152,30.87,17.69,1002.24
1712601064654,30.87,17.77,1002.21
1712601065155,30.86,17.76,1002.22
1712601065658,30.86,17.77,1002.24
1712601066170,30.85,17.78,1002.28
1712601066671,30.84,17.88,1002.26
1712601067171,30.83,18.18,1002.28
1712601067673,30.83,18.09,1002.28
1712601068178,30.83,17.96,1002.29
1712601068679,30.82,17.88,1002.23
1712601069182,30.8,17.79,1002.26
1712601069684,30.79,17.64,1002.24
1712601070196,30.8,17.56,1002.24
1712601070703,30.78,17.54,1002.23
1712601071204,30.78,17.54,1002.24
1712601071706,30.78,17.77,1002.25
1712601072208,30.78,17.93,1002.26
1712601072716,30.78,18.22,1002.24
1712601073220,30.77,18.36,1002.2
1712601073720,30.76,18.3,1002.24
1712601074224,30.76,18.43,1002.25
1712601074725,30.77,18.49,1002.29
1712601075233,30.76,18.51,1002.23
1712601075735,30.76,18.55,1002.23
1712601076238,30.76,18.63,1002.22
1712601076739,30.75,18.51,1002.26
1712601077242,30.74,18.51,1002.23
1712601077742,30.74,18.63,1002.26
1712601078243,30.74,18.69,1002.23
1712601078745,30.7,18.69,1002.22
1712601079246,30.72,18.62,1002.23
1712601079748,30.75,18.53,1002.23
1712601080249,30.72,18.44,1002.29
1712601080750,30.72,18.44,1002.23
1712601081266,30.71,18.89,1002.28
1712601081770,30.71,19.02,1002.26
1712601082286,30.71,19.02,1002.25
1712601082788,30.7,19.06,1002.26
1712601083291,30.71,19.11,1002.25
1712601083793,30.71,19.01,1002.23
1712601084305,30.71,18.97,1002.22
1712601084805,30.7,19.01,1002.24
1712601085306,30.7,19.1,1002.24
1712601085810,30.7,19.14,1002.26
1712601086325,30.7,19.11,1002.23
1712601086827,30.69,19.1,1002.26
1712601087329,30.68,19.18,1002.25
1712601087832,30.69,19.25,1002.24
1712601088333,30.68,19.44,1002.23
1712601088836,30.69,19.24,1002.21
1712601089340,30.69,19.16,1002.19
1712601089841,30.69,19.05,1002.25
1712601090342,30.69,18.84,1002.26
1712601090863,30.68,18.72,1002.24
1712601091364,30.68,18.62,1002.24
1712601091865,30.67,18.55,1002.26
1712601092368,30.68,18.48,1002.3
1712601092868,30.67,18.44,1002.24
1712601093368,30.69,18.47,1002.27
1712601093869,30.68,18.64,1002.21
1712601094371,30.68,18.69,1002.21
1712601094884,30.67,18.86,1002.26
1712601095385,30.68,18.99,1002.25
1712601095888,30.67,19.02,1002.22
1712601096393,30.66,18.78,1002.24
1712601096908,30.66,18.54,1002.23
